Ads,Age,Gender,Day,Reach,Impressions,Frequency,Currency,"Amount spent (USD)","Attribution setting","Clicks (all)","CPC (all)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","CPM (cost per 1,000 impressions)","Page engagement","Follows or likes","Post comments","Post engagements","Post reactions","Post shares","Cost per Page engagement","Cost per follow or like","Cost per post engagement","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Link clicks","CTR (link click-through rate)","CPC (cost per link click)","Adds to cart","Cost per add to cart","Adds to wishlist","Cost per add to wishlist","Content views","Cost per content view","Content views conversion value",Purchases,"Cost per purchase","Purchases conversion value","Reporting starts","Reporting ends"
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",45-54,unknown,2024-06-12,1,2,2,USD,0.08973311,"7-day click",,,,2,44.86655684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,female,2024-06-12,329,633,1.92401216,USD,9.55159143,"7-day click",8,1.19394893,1.26382306,639,15.08940195,9,,,9,1,,1.06128794,,1.06128794,,,,,,,,8,1.26382306,1.19394893,,,,,5,1.91031829,179.95,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,male,2024-06-12,225,434,1.92888889,USD,5.11478748,"7-day click",3,1.70492916,0.69124424,437,11.78522461,2,,,2,,,2.55739374,,2.55739374,,,,,,,,2,0.46082949,2.55739374,,,,,1,5.11478748,29.99,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",55-64,unknown,2024-06-12,4,7,1.75,USD,0.16949588,"7-day click",,,,7,24.21369734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,female,2024-06-12,621,1047,1.68599034,USD,24.43731796,"7-day click",9,2.71525755,0.85959885,1053,23.34032279,8,,,8,4,,3.05466474,,3.05466474,,,,,,,,4,0.38204394,6.10932949,,,,,2,12.21865898,59.98,,,,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,male,2024-06-12,325,574,1.76615385,USD,11.06708402,"7-day click",6,1.844514,1.04529617,578,19.28063418,6,,,6,3,,1.844514,,1.844514,,,,,,,,3,0.52264808,3.68902801,1,11.06708402,,,3,3.68902801,89.97,1,11.06708402,179.94,2024-04-01,2024-06-30
"DPA - All Products - Intro Card - CP - Copy;...and 1 more ad",65+,unknown,2024-06-12,11,23,2.09090909,USD,0.4985173,"7-day click",1,0.4985173,4.34782609,23,21.67466514,1,,,1,,,0.4985173,,0.4985173,,,,,,,,1,4.34782609,0.4985173,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",18-24,male,2024-06-12,2,2,1,USD,0.126818,"7-day click",,,,2,63.40900118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,female,2024-06-12,12,14,1.16666667,USD,0.58531386,"7-day click",,,,14,41.80813265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",25-34,male,2024-06-12,8,10,1.25,USD,0.19510462,"7-day click",,,,10,19.5104619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,female,2024-06-12,19,26,1.36842105,USD,0.46825109,"7-day click",,,,26,18.00965714,,,,,,,,,,,,,,,,,,,,,,,,2,0.23412554,79.98,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,male,2024-06-12,28,41,1.46428571,USD,0.74139755,"7-day click",2,0.37069878,4.87804878,41,18.08286713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",35-44,unknown,2024-06-12,2,2,1,USD,0.00975523,"7-day click",,,,2,4.87761548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,female,2024-06-12,45,56,1.24444444,USD,3.1509396,"7-day click",6,0.5251566,10.71428571,57,56.26677852,2,,,2,,,1.5754698,,1.5754698,,,,,,,,2,3.57142857,1.5754698,2,1.5754698,,,2,1.5754698,79.98,1,3.1509396,329.88,2024-04-01,2024-06-30
"Split Infographic - Static - LP",45-54,male,2024-06-12,76,95,1.25,USD,1.61936834,"7-day click",4,0.40484208,4.21052632,96,17.0459825,2,,,2,,,0.80968417,,0.80968417,,,,,,,,2,2.10526316,0.80968417,2,0.80968417,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,female,2024-06-12,110,132,1.2,USD,4.23377023,"7-day click",9,0.47041891,6.81818182,132,32.07401692,4,,,4,2,,1.05844256,,1.05844256,,,,,,,,2,1.51515152,2.11688512,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",55-64,male,2024-06-12,147,169,1.14965986,USD,4.31181208,"7-day click",5,0.86236242,2.95857988,174,25.51368095,3,,,3,2,,1.43727069,,1.43727069,,,,,,,,1,0.59171598,4.31181208,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,female,2024-06-12,134,163,1.21641791,USD,4.42887485,"7-day click",10,0.44288749,6.13496933,164,27.17101136,3,,,3,,,1.47629162,,1.47629162,,,,,,,,3,1.8404908,1.47629162,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,male,2024-06-12,142,177,1.24647887,USD,4.80932886,"7-day click",7,0.68704698,3.95480226,179,27.17134949,4,,,4,,1,1.20233221,,1.20233221,,,,,,,,3,1.69491525,1.60310962,,,,,,,,,,,2024-04-01,2024-06-30
"Split Infographic - Static - LP",65+,unknown,2024-06-12,2,2,1,USD,0.02926569,"7-day click",,,,2,14.63284643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",18-24,female,2024-06-12,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",25-34,female,2024-06-12,1,1,1,USD,0.02,"7-day click",,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",25-34,male,2024-06-12,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",35-44,female,2024-06-12,12,26,2.16666667,USD,0.16,"7-day click",,,,26,6.15384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",35-44,male,2024-06-12,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,female,2024-06-12,23,34,1.47826087,USD,0.22,"7-day click",,,,34,6.47058824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",45-54,male,2024-06-12,16,21,1.3125,USD,0.29,"7-day click",,,,21,13.80952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,female,2024-06-12,50,81,1.62,USD,0.89,"7-day click",,,,81,10.98765432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",55-64,male,2024-06-12,32,65,2.03125,USD,0.61,"7-day click",,,,73,9.38461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,female,2024-06-12,97,178,1.83505155,USD,1.71,"7-day click",1,1.71,0.56179775,184,9.60674157,1,,,1,,,1.71,,1.71,,,,,,,,1,0.56179775,1.71,,,,,,,,,,,2024-04-01,2024-06-30
"Benefits 1 - Copy; Benefits 1;",65+,male,2024-06-12,73,173,2.36986301,USD,1.11,"7-day click",1,1.11,0.57803468,195,6.41618497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,female,2024-06-12,6,9,1.5,USD,0.46971266,"7-day click",,,,9,52.19029504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",18-24,male,2024-06-12,8,11,1.375,USD,0.87946199,"7-day click",,,,11,79.95109028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,female,2024-06-12,49,72,1.46938776,USD,1.79889953,"7-day click",1,1.79889953,1.38888889,72,24.98471571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",25-34,male,2024-06-12,27,33,1.22222222,USD,0.76952924,"7-day click",,,,33,23.319068,,,,,,,,,,,,,,,,,,,,1,0.76952924,,,1,0.76952924,39.99,1,0.76952924,104.97,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,female,2024-06-12,163,225,1.3803681,USD,3.9375912,"7-day click",1,3.9375912,0.44444444,225,17.50040532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,male,2024-06-12,90,173,1.92222222,USD,2.94819645,"7-day click",2,1.47409823,1.15606936,173,17.041598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",35-44,unknown,2024-06-12,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,female,2024-06-12,447,676,1.51230425,USD,12.70222947,"7-day click",3,4.23407649,0.44378698,677,18.79028028,1,,,1,,,12.70222947,,12.70222947,,,,,,,,1,0.14792899,12.70222947,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,male,2024-06-12,250,415,1.66,USD,7.90516405,"7-day click",,,,416,19.04858808,,,,,,,,,,,,,,,,,,,,,,,,1,7.90516405,29.99,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",45-54,unknown,2024-06-12,4,5,1.25,USD,0.11992664,"7-day click",,,,5,23.98532708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,female,2024-06-12,908,1395,1.53634361,USD,33.85928673,"7-day click",23,1.4721429,1.64874552,1404,24.27189013,6,,,6,,,5.64321446,,5.64321446,,,,,,,,6,0.43010753,5.64321446,2,16.92964337,,,2,16.92964337,69.98,2,16.92964337,220.57,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,male,2024-06-12,568,1030,1.81338028,USD,27.2533279,"7-day click",9,3.02814754,0.87378641,1036,26.45954165,4,,,4,,1,6.81333197,,6.81333197,,,,,,,,3,0.29126214,9.08444263,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",55-64,unknown,2024-06-12,8,11,1.375,USD,0.23985327,"7-day click",,,,13,21.8048428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,female,2024-06-12,1531,2428,1.58589157,USD,98.41979213,"7-day click",35,2.81199406,1.44151565,2444,40.53533449,19,,1,19,2,,5.17998906,,5.17998906,,,,,,,,16,0.65897858,6.15123701,2,49.20989607,,,7,14.0599703,259.93,3,32.80659738,264.86,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,male,2024-06-12,863,1535,1.77867903,USD,53.2674139,"7-day click",22,2.42124609,1.43322476,1541,34.70189831,12,,1,12,2,,4.43895116,,4.43895116,,,,,,,,9,0.58631922,5.91860154,,,,,1,53.2674139,39.99,,,,2024-04-01,2024-06-30
"Bubble Captions - Static - LP",65+,unknown,2024-06-12,17,38,2.23529412,USD,0.62961484,"7-day click",,,,38,16.56881147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",18-24,female,2024-06-12,1,1,1,USD,0.16,"7-day click",,,,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",25-34,female,2024-06-12,7,8,1.14285714,USD,0.08,"7-day click",,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",25-34,male,2024-06-12,1,5,5,USD,0.02,"7-day click",,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,female,2024-06-12,29,41,1.4137931,USD,0.68,"7-day click",1,0.68,2.43902439,41,16.58536585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,male,2024-06-12,7,9,1.28571429,USD,0.13,"7-day click",,,,9,14.44444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",35-44,unknown,2024-06-12,1,1,1,USD,0.09,"7-day click",,,,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,female,2024-06-12,72,112,1.55555556,USD,1.84,"7-day click",,,,112,16.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,male,2024-06-12,37,57,1.54054054,USD,1.83,"7-day click",2,0.915,3.50877193,57,32.10526316,2,,,2,,,0.915,,0.915,,,,,,,,2,3.50877193,0.915,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",45-54,unknown,2024-06-12,1,4,4,USD,0.15,"7-day click",,,,4,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",55-64,female,2024-06-12,122,185,1.51639344,USD,6.34,"7-day click",4,1.585,2.16216216,187,34.27027027,2,,,2,,,3.17,,3.17,,,,,,,,2,1.08108108,3.17,1,6.34,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",55-64,male,2024-06-12,97,133,1.37113402,USD,4.05,"7-day click",3,1.35,2.2556391,133,30.45112782,2,,,2,,,2.025,,2.025,,,,,,,,2,1.5037594,2.025,1,4.05,,,1,4.05,39.99,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",55-64,unknown,2024-06-12,1,1,1,USD,0.01,"7-day click",,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",65+,female,2024-06-12,194,274,1.41237113,USD,11.72,"7-day click",4,2.93,1.45985401,275,42.77372263,2,,,2,,,5.86,,5.86,,,,,,,,2,0.72992701,5.86,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",65+,male,2024-06-12,151,199,1.31788079,USD,8.05,"7-day click",1,8.05,0.50251256,201,40.45226131,1,,,1,,,8.05,,8.05,,,,,,,,1,0.50251256,8.05,,,,,,,,,,,2024-04-01,2024-06-30
"Us vs Them - Static - LP",65+,unknown,2024-06-12,6,6,1,USD,0.11,"7-day click",,,,6,18.33333333,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,29.99,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",18-24,female,2024-06-12,1,1,1,USD,0.05,"7-day click",,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",18-24,male,2024-06-12,2,2,1,USD,0.02,"7-day click",,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",25-34,female,2024-06-12,27,44,1.62962963,USD,0.78,"7-day click",,,,44,17.72727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",25-34,male,2024-06-12,18,26,1.44444444,USD,0.65,"7-day click",,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,female,2024-06-12,92,129,1.40217391,USD,3.1,"7-day click",5,0.62,3.87596899,130,24.03100775,1,,,1,,,3.1,,3.1,,,,,,,,1,0.7751938,3.1,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,male,2024-06-12,27,30,1.11111111,USD,0.83,"7-day click",,,,30,27.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",35-44,unknown,2024-06-12,1,1,1,USD,,"7-day click",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",45-54,female,2024-06-12,171,234,1.36842105,USD,3.74,"7-day click",,,,238,15.98290598,1,,,1,1,,3.74,,3.74,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",45-54,male,2024-06-12,69,96,1.39130435,USD,1.82,"7-day click",1,1.82,1.04166667,103,18.95833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,female,2024-06-12,329,470,1.42857143,USD,11.47,"7-day click",5,2.294,1.06382979,487,24.40425532,2,,,2,1,,5.735,,5.735,,,,,,,,1,0.21276596,11.47,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,male,2024-06-12,154,209,1.35714286,USD,5.71,"7-day click",2,2.855,0.9569378,212,27.32057416,1,,,1,,,5.71,,5.71,,,,,,,,1,0.4784689,5.71,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",55-64,unknown,2024-06-12,3,7,2.33333333,USD,0.08,"7-day click",,,,7,11.42857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,female,2024-06-12,681,1085,1.59324523,USD,35.36,"7-day click",16,2.21,1.47465438,1111,32.58986175,9,,1,9,1,,3.92888889,,3.92888889,,,,,,,,7,0.64516129,5.05142857,,,,,3,11.78666667,109.97,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,male,2024-06-12,309,461,1.49190939,USD,7.87,"7-day click",2,3.935,0.43383948,490,17.07158351,1,,,1,1,,7.87,,7.87,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"Lifestyle 1 - Copy; Lifestyle 1;",65+,unknown,2024-06-12,9,13,1.44444444,USD,0.35,"7-day click",,,,14,26.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",18-24,female,2024-06-12,7,8,1.14285714,USD,0.22,"7-day click",2,0.11,25,8,27.5,1,,,1,,,0.22,,0.22,,,,,,,,1,12.5,0.22,,,,,1,0.22,39.99,,,,2024-04-01,2024-06-30
"All Products Collection - CP",18-24,male,2024-06-12,2,2,1,USD,0.03,"7-day click",,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",25-34,female,2024-06-12,32,39,1.21875,USD,0.86,"7-day click",,,,39,22.05128205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",25-34,male,2024-06-12,14,22,1.57142857,USD,0.84,"7-day click",,,,22,38.18181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,female,2024-06-12,77,112,1.45454545,USD,2.6,"7-day click",4,0.65,3.57142857,113,23.21428571,1,,,1,,,2.6,,2.6,,,,,,,,1,0.89285714,2.6,,,,,5,0.52,159.95,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,male,2024-06-12,28,50,1.78571429,USD,0.73,"7-day click",2,0.365,4,50,14.6,1,,,1,,,0.73,,0.73,,,,,,,,1,2,0.73,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",35-44,unknown,2024-06-12,2,2,1,USD,0.06,"7-day click",,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,female,2024-06-12,170,266,1.56470588,USD,5.27,"7-day click",1,5.27,0.37593985,267,19.81203008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,male,2024-06-12,61,82,1.3442623,USD,1.81,"7-day click",,,,82,22.07317073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",45-54,unknown,2024-06-12,1,1,1,USD,0.04,"7-day click",,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,female,2024-06-12,216,322,1.49074074,USD,10.25,"7-day click",5,2.05,1.55279503,323,31.83229814,4,,,4,,,2.5625,,2.5625,,,,,,,,4,1.24223602,2.5625,,,,,4,2.5625,159.96,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,male,2024-06-12,90,127,1.41111111,USD,2.5,"7-day click",1,2.5,0.78740157,127,19.68503937,1,,,1,,,2.5,,2.5,,,,,,,,1,0.78740157,2.5,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",55-64,unknown,2024-06-12,2,2,1,USD,0.03,"7-day click",,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,female,2024-06-12,385,568,1.47532468,USD,23.22,"7-day click",15,1.548,2.64084507,571,40.88028169,7,,,7,,,3.31714286,,3.31714286,,,,,,,,7,1.23239437,3.31714286,2,11.61,,,3,7.74,109.97,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,male,2024-06-12,152,221,1.45394737,USD,9.52,"7-day click",2,4.76,0.90497738,221,43.07692308,2,,,2,,,4.76,,4.76,,,,,,,,2,0.90497738,4.76,,,,,,,,,,,2024-04-01,2024-06-30
"All Products Collection - CP",65+,unknown,2024-06-12,7,11,1.57142857,USD,0.23,"7-day click",,,,11,20.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,female,2024-06-12,12,13,1.08333333,USD,1.15,"7-day click",1,1.15,7.69230769,13,88.46153846,12,,,12,,,0.09583333,,0.09583333,11,4,2,1,,,0.10454545,1,7.69230769,1.15,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",18-24,male,2024-06-12,24,24,1,USD,1.06,"7-day click",,,,24,44.16666667,9,,,9,,,0.11777778,,0.11777778,9,2,,,,,0.11777778,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,female,2024-06-12,52,54,1.03846154,USD,4.88,"7-day click",,,,55,90.37037037,24,,,24,,,0.20333333,,0.20333333,24,2,,,,,0.20333333,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,male,2024-06-12,36,49,1.36111111,USD,3.18,"7-day click",,,,49,64.89795918,13,,,13,,,0.24461538,,0.24461538,13,1,1,1,1,1,0.24461538,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",25-34,unknown,2024-06-12,,3,,USD,0.05,"7-day click",,,,3,16.66666667,1,,,1,,,0.05,,0.05,1,,,,,,0.05,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,female,2024-06-12,64,92,1.4375,USD,5.97,"7-day click",2,2.985,2.17391304,92,64.89130435,20,,,20,,1,0.2985,,0.2985,18,7,4,4,3,3,0.33166667,1,1.08695652,5.97,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,male,2024-06-12,132,159,1.20454545,USD,8.74,"7-day click",7,1.24857143,4.40251572,160,54.96855346,37,,,37,,,0.23621622,,0.23621622,34,8,5,1,,,0.25705882,3,1.88679245,2.91333333,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",35-44,unknown,2024-06-12,2,2,1,USD,0.05,"7-day click",,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,female,2024-06-12,324,415,1.2808642,USD,26.27,"7-day click",13,2.02076923,3.13253012,415,63.30120482,130,,,130,,,0.20207692,,0.20207692,120,22,14,9,8,6,0.21891667,8,1.92771084,3.28375,5,5.254,,,2,13.135,79.98,1,26.27,179.94,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,male,2024-06-12,596,682,1.1442953,USD,32.34,"7-day click",13,2.48769231,1.90615836,683,47.41935484,180,,1,180,,1,0.17966667,,0.17966667,171,28,17,13,13,12,0.18912281,7,1.02639296,4.62,,,,,2,16.17,69.98,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",45-54,unknown,2024-06-12,10,10,1,USD,1.73,"7-day click",,,,10,173,4,,,4,,,0.4325,,0.4325,4,1,1,1,,,0.4325,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,female,2024-06-12,1020,1267,1.24215686,USD,104.75,"7-day click",34,3.08088235,2.68350434,1269,82.67561168,431,,1,431,4,2,0.24303944,,0.24303944,402,86,47,27,18,18,0.26057214,22,1.73638516,4.76136364,3,34.91666667,,,3,34.91666667,89.97,1,104.75,34.94,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,male,2024-06-12,1482,1716,1.15789474,USD,80.59,"7-day click",31,2.59967742,1.80652681,1721,46.96386946,522,,1,522,4,2,0.15438697,,0.15438697,497,87,49,23,21,20,0.16215292,18,1.04895105,4.47722222,3,26.86333333,,,5,16.118,189.95,1,80.59,39.99,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",55-64,unknown,2024-06-12,38,41,1.07894737,USD,2.22,"7-day click",,,,41,54.14634146,10,,,10,,,0.222,,0.222,10,2,1,,,,0.222,,,,,,,,,,,,,,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,female,2024-06-12,1512,1789,1.18320106,USD,175.81,"7-day click",64,2.74703125,3.57741755,1800,98.27277809,764,,2,764,6,1,0.2301178,,0.2301178,712,133,87,49,33,30,0.24692416,41,2.29178312,4.28804878,7,25.11571429,,,1,175.81,39.99,4,43.9525,404.88,2024-04-01,2024-06-30
"240104 V3 - Vid - LP - Copy",65+,male,2024-06-12,1278,1486,1.1627543,USD,91.89,"7-day click",40,2.29725,2.69179004,1488,61.8371467,513,,,513,4,1,0.17912281,,0.17912281,480,89,47,24,19,16,0.1914375,27,1.81695828,3.40333333,2,45.945,,,1,91.89,29.99,,,,2024-04-01,2024-06-30
